,Team,Player,Week,Rank,Expected_Points,Actual_Points,Difference,Position
1870,Cougar Town Zach Wilson,Broncos D/ST,12,11,86.8,69.0,-17.799999999999997,D/ST
1871,Cougar Town Zach Wilson,Robert Woods,12,66,180.44,71.1,-109.34,WR
1872,Cougar Town Zach Wilson,Jakobi Meyers,12,31,173.92,126.2,-47.719999999999985,WR
1873,Cougar Town Zach Wilson,Antonio Gibson,12,16,181.26,148.2,-33.06,RB
1874,Cougar Town Zach Wilson,Dak Prescott,12,30,306.52,96.82,-209.7,QB
1875,Cougar Town Zach Wilson,Robbie Gould,12,21,130.48,78.0,-52.47999999999999,K
1876,Couv Reigning Champ,Dalvin Cook,12,11,258.49,166.1,-92.39000000000001,RB
1877,Couv Reigning Champ,Michael Pittman Jr.,12,14,236.16,157.9,-78.25999999999999,WR
1878,Couv Reigning Champ,Jaylen Waddle,12,6,218.23,188.0,-30.22999999999999,WR
1879,Couv Reigning Champ,Kyler Murray,12,8,314.0,199.86,-114.13999999999999,QB
1880,Couv Reigning Champ,Chris Godwin,12,27,198.2,131.0,-67.19999999999999,WR
1881,Couv Reigning Champ,Christian Kirk,12,10,200.01,169.2,-30.810000000000002,WR
1882,Couv Reigning Champ,Rachaad White,12,43,95.97,79.6,-16.370000000000005,RB
1883,Couv Reigning Champ,Dalton Schultz,12,18,176.66,80.0,-96.66,TE
1884,Couv Reigning Champ,Isiah Pacheco,12,51,66.3,62.5,-3.799999999999997,RB
1885,Couv Reigning Champ,Ravens D/ST,12,7,119.59,88.0,-31.590000000000003,D/ST
1886,Couv Reigning Champ,Marquise Brown,12,37,211.78,120.1,-91.68,WR
1887,Couv Reigning Champ,Alvin Kamara,12,15,254.82,153.6,-101.22,RB
1888,Couv Reigning Champ,Tom Brady,12,17,306.83,171.44,-135.39,QB
1889,Couv Reigning Champ,Joey Slye,12,17,126.99,80.0,-46.989999999999995,K
1890,Couv Reigning Champ,Taysom Hill,12,12,79.54,93.6,14.059999999999988,TE
1891,Couv Reigning Champ,Bills D/ST,12,6,143.85,99.0,-44.849999999999994,D/ST
1892,Couv Reigning Champ,Pat Freiermuth,12,6,144.17,105.1,-39.06999999999999,TE
1893,Gorilla Guys,Derrick Henry,12,3,264.47,217.76,-46.710000000000036,RB
1894,Gorilla Guys,Keenan Allen,12,103,237.62,42.0,-195.62,WR
1895,Gorilla Guys,Kyle Pitts,12,20,197.64,75.6,-122.03999999999999,TE
1896,Gorilla Guys,Diontae Johnson,12,40,218.19,110.8,-107.39,WR
1897,Gorilla Guys,Jalen Hurts,12,3,318.51,270.1,-48.40999999999997,QB
1898,Gorilla Guys,Amon-Ra St. Brown,12,11,208.86,168.7,-40.160000000000025,WR
1899,Gorilla Guys,JuJu Smith-Schuster,12,34,197.1,124.3,-72.8,WR
1900,Gorilla Guys,Tony Pollard,12,10,177.23,171.5,-5.72999999999999,RB
1901,Gorilla Guys,Jamaal Williams,12,12,123.09,164.1,41.00999999999999,RB
1902,Gorilla Guys,Odell Beckham Jr.,12,0,0.0,0.0,0.0,WR
1903,Gorilla Guys,Cairo Santos,12,16,121.85,81.0,-40.849999999999994,K
1904,Gorilla Guys,Buccaneers D/ST,12,9,124.63,77.0,-47.629999999999995,D/ST
1905,Gorilla Guys,Juwan Johnson,12,10,4.28,95.9,91.62,TE
1906,Gorilla Guys,George Kittle,12,7,169.59,103.0,-66.59,TE
1907,Gorilla Guys,Justin Jefferson,12,2,287.8,244.86,-42.94,WR
1908,My Team  A Bust,Mark Andrews,12,2,235.05,144.8,-90.25,TE
1909,My Team  A Bust,Saquon Barkley,12,6,227.77,200.5,-27.27000000000001,RB
1910,My Team  A Bust,A.J. Brown,12,9,220.85,174.1,-46.75,WR
1911,My Team  A Bust,Lamar Jackson,12,5,316.41,234.74,-81.67000000000002,QB
1912,My Team  A Bust,AJ Dillon,12,35,168.75,98.4,-70.35,RB
1913,My Team  A Bust,Kenneth Walker III,12,17,126.57,145.9,19.330000000000013,RB
1914,My Team  A Bust,Dameon Pierce,12,18,183.65,142.1,-41.55000000000001,RB
1915,My Team  A Bust,D'Onta Foreman,12,37,68.17,88.8,20.629999999999995,RB
1916,My Team  A Bust,Cooper Kupp,12,5,312.91,201.4,-111.51000000000002,WR
1917,My Team  A Bust,Jason Myers,12,4,124.21,105.0,-19.209999999999994,K
1918,My Team  A Bust,Isaiah Likely,12,31,82.16,50.6,-31.559999999999995,TE
1919,My Team  A Bust,Jets D/ST,12,4,70.84,100.0,29.159999999999997,D/ST
1920,My Team  A Bust,Geno Smith,12,7,148.82,202.08,53.26000000000002,QB
1921,My Team  A Bust,Cowboys D/ST,12,2,106.49,112.0,5.510000000000005,D/ST
1922,My Team  A Bust,Brett Maher,12,6,129.42,102.0,-27.419999999999987,K
1923,My Team  A Bust,Jerry Jeudy,12,53,212.2,93.0,-119.19999999999999,WR
1924,My Team  A Bust,Treylon Burks,12,73,163.84,64.6,-99.24000000000001,WR
1925,No Nyugen Will Win,Najee Harris,12,21,265.48,135.86,-129.62,RB
1926,No Nyugen Will Win,Ja'Marr Chase,12,19,276.17,141.7,-134.47000000000003,WR
1927,No Nyugen Will Win,Ezekiel Elliott,12,27,214.2,111.7,-102.49999999999999,RB
1928,No Nyugen Will Win,Travis Etienne Jr.,12,20,205.01,139.0,-66.00999999999999,RB
1929,No Nyugen Will Win,T.J. Hockenson,12,3,168.03,136.7,-31.330000000000013,TE
1930,No Nyugen Will Win,Garrett Wilson,12,23,175.31,136.2,-39.110000000000014,WR
1931,No Nyugen Will Win,Chris Olave,12,15,174.45,156.2,-18.25,WR
1932,No Nyugen Will Win,James Robinson,12,38,151.13,87.6,-63.53,RB
1933,No Nyugen Will Win,Curtis Samuel,12,24,133.02,135.8,2.780000000000001,WR
1934,No Nyugen Will Win,Younghoe Koo,12,7,125.78,97.0,-28.78,K
1935,No Nyugen Will Win,George Pickens,12,41,147.03,109.4,-37.629999999999995,WR
1936,No Nyugen Will Win,49ers D/ST,12,4,112.33,100.0,-12.329999999999998,D/ST
1937,No Nyugen Will Win,Christian Watson,12,47,108.76,101.5,-7.260000000000005,WR
1938,No Nyugen Will Win,Latavius Murray,12,42,0.0,79.8,79.8,RB
1939,No Nyugen Will Win,Tua Tagovailoa,12,14,271.03,176.06,-94.96999999999997,QB
1940,No Nyugen Will Win,Kyren Williams,12,85,15.23,21.3,6.07,RB
1941,Eugene Tweakers,CeeDee Lamb,12,7,252.45,182.0,-70.44999999999999,WR
1942,Eugene Tweakers,Tee Higgins,12,12,237.31,163.6,-73.71000000000001,WR
1943,Eugene Tweakers,Cam Akers,12,67,146.71,35.2,-111.51,RB
1944,Eugene Tweakers,Darren Waller,12,41,187.71,39.5,-148.21,TE
1945,Eugene Tweakers,Adam Thielen,12,28,192.17,129.3,-62.869999999999976,WR
1946,Eugene Tweakers,Drake London,12,42,192.77,108.8,-83.97000000000001,WR
1947,Eugene Tweakers,Kadarius Toney,12,125,186.18,26.5,-159.68,WR
1948,Eugene Tweakers,Austin Ekeler,12,1,284.73,255.1,-29.630000000000024,RB
1949,Eugene Tweakers,Noah Fant,12,23,139.83,73.0,-66.83000000000001,TE
1950,Eugene Tweakers,Harrison Butker,12,26,145.15,61.0,-84.15,K
1951,Eugene Tweakers,Bengals D/ST,12,21,101.48,52.0,-49.480000000000004,D/ST
1952,Eugene Tweakers,Justin Fields,12,6,253.09,227.08,-26.00999999999999,QB
1953,Eugene Tweakers,Tyler Higbee,12,14,130.34,91.0,-39.34,TE
1954,Eugene Tweakers,D'Andre Swift,12,31,253.66,103.8,-149.86,RB
1955,Eugene Tweakers,Rondale Moore,12,55,130.69,87.9,-42.78999999999999,WR
1956,Diggy Wit it,Christian McCaffrey,12,4,309.94,210.66,-99.28,RB
1957,Diggy Wit it,Stefon Diggs,12,1,258.25,271.2,12.949999999999989,WR
1958,Diggy Wit it,Aaron Jones,12,8,242.56,191.5,-51.06,RB
1959,Diggy Wit it,Mike Williams,12,43,211.44,107.0,-104.44,WR
1960,Diggy Wit it,DJ Moore,12,25,234.57,134.4,-100.16999999999999,WR
1961,Diggy Wit it,Courtland Sutton,12,30,210.42,127.3,-83.11999999999999,WR
1962,Diggy Wit it,Allen Robinson II,12,58,201.07,84.9,-116.16999999999999,WR
1963,Diggy Wit it,Chase Edmonds,12,58,174.07,52.1,-121.97,RB
1964,Diggy Wit it,Daniel Carlson,12,5,139.12,104.0,-35.120000000000005,K
1965,Diggy Wit it,Jameson Williams,12,0,92.61,0.0,-92.61,WR
1966,Diggy Wit it,Jeff Wilson Jr.,12,23,50.21,124.6,74.38999999999999,RB
1967,Diggy Wit it,Patriots D/ST,12,1,90.39,115.0,24.61,D/ST
1968,Diggy Wit it,Eagles D/ST,12,3,121.78,105.0,-16.78,D/ST
1969,Diggy Wit it,Nyheim Hines,12,53,144.64,57.6,-87.03999999999999,RB
1970,Diggy Wit it,Jimmy Garoppolo,12,20,14.84,162.54,147.7,QB
1971,Diggy Wit it,Cole Kmet,12,13,145.78,93.5,-52.28,TE
1972,Diggy Wit it,Greg Dulcich,12,34,39.19,48.4,9.21,TE
1973,P-Town CASH KEVIN,Jonathan Taylor,12,22,316.99,130.8,-186.19,RB
1974,P-Town CASH KEVIN,Tyreek Hill,12,3,246.45,237.3,-9.149999999999977,WR
1975,P-Town CASH KEVIN,Travis Kelce,12,1,227.3,238.7,11.399999999999977,TE
1976,P-Town CASH KEVIN,Patrick Mahomes,12,2,352.02,280.8,-71.21999999999997,QB
1977,P-Town CASH KEVIN,Terry McLaurin,12,16,221.94,151.7,-70.24000000000001,WR
1978,P-Town CASH KEVIN,Kareem Hunt,12,34,182.53,98.6,-83.93,RB
1979,P-Town CASH KEVIN,DeVonta Smith,12,26,192.23,132.9,-59.329999999999984,WR
1980,P-Town CASH KEVIN,Rhamondre Stevenson,12,7,182.24,197.7,15.45999999999998,RB
1981,P-Town CASH KEVIN,Breece Hall,12,26,210.66,115.1,-95.56,RB
1982,P-Town CASH KEVIN,Josh Reynolds,12,64,58.02,73.7,15.68,WR
1983,P-Town CASH KEVIN,Kenyan Drake,12,44,13.48,79.4,65.92,RB
1984,P-Town CASH KEVIN,Ryan Succop,12,8,130.21,94.0,-36.21000000000001,K
1985,P-Town CASH KEVIN,Commanders D/ST,12,8,109.17,87.0,-22.17,D/ST
1986,P-Town CASH KEVIN,Darnell Mooney,12,47,212.18,101.5,-110.68,WR
1987,P-Town CASH KEVIN,Joshua Palmer,12,36,150.93,123.6,-27.330000000000013,WR
1988,P-Town CASH KEVIN,Gus Edwards,12,68,84.01,34.3,-49.71000000000001,RB
1989,P-Town CASH KEVIN,Tyler Boyd,12,29,168.31,127.42,-40.89,WR
